12	0.380229001	0.11476651	0.320208628	0.115153459
13	0.509977604	0.118490472	0.320522263	0.118528986
14	0.533519581	0.12222989	0.387562355	0.12598222
15	0.539544536	0.123559259	0.448807758	0.13075042
16	0.610733708	0.131227581	0.534629838	0.155906371
17	0.636531725	0.137513812	0.703261366	0.178349627
18	0.770307737	0.144652719	0.70621985	0.19357583
19	0.844296072	0.159892046	0.841991877	0.258741497
20	0.952002079	0.181025758	0.802772023	0.349616554
21	1.067376777	0.207189816	1.015218378	0.540366875
22	1.087636438	0.245867239	0.90617754	0.686258004
23	1.266777655	0.273559624	0.90617754	0.686258004
24	1.50867805	0.317027077	NA	NA
25	1.378563066	0.332109136	NA	NA
26	1.458286035	0.374186192	NA	NA
27	1.399178496	0.421002389	NA	NA
28	1.200349332	0.496157786	NA	NA
