RSID	#STUDY	PVALUE_FE	BETA_FE	STD_FE	PVALUE_RE	BETA_RE	STD_RE	PVALUE_RE2	STAT1_RE2	STAT2_RE2	PVALUE_BE	I_SQUARE	Q	PVALUE_Q	TAU_SQUARE	PVALUES_OF_STUDIES(Tab_delimitered)	MVALUES_OF_STUDIES(Tab_delimitered)
12	2	1.63565E-05	0.350320	0.0812886	1.63565E-05	0.350320	0.0812886	1.98785E-05	18.5725	0.00000	NA	0.00000	0.136293	0.711995	0.00000	0.000922793	0.00542398	NA	NA	
13	2	7.20798E-07	0.415281	0.0837990	1.16588E-05	0.415274	0.0947277	8.75464E-07	24.5587	0.00000	NA	21.7428	1.27784	0.258301	0.00390211	1.67776E-05	0.00684757	NA	NA	
14	2	1.32826E-07	0.462747	0.0877262	1.32826E-07	0.462747	0.0877262	1.60934E-07	27.8246	0.00000	NA	0.00000	0.691411	0.405685	0.00000	1.27189E-05	0.00209569	NA	NA	
15	2	3.17754E-08	0.496740	0.0898043	3.17754E-08	0.496740	0.0898043	4.02673E-08	30.5960	0.00000	NA	0.00000	0.254404	0.613991	0.00000	1.26146E-05	0.000597927	NA	NA	
16	2	7.98193E-09	0.579175	0.100397	7.98193E-09	0.579175	0.100397	1.12991E-08	33.2795	0.00000	NA	0.00000	0.139469	0.708809	0.00000	3.25550E-06	0.000605425	NA	NA	
17	2	1.25175E-09	0.661411	0.108902	1.25175E-09	0.661411	0.108902	1.85018E-09	36.8870	0.00000	NA	0.00000	0.0877950	0.766999	0.00000	3.67690E-06	8.04145E-05	NA	NA	
18	2	1.12129E-10	0.747344	0.115874	1.12129E-10	0.747344	0.115874	1.74408E-10	41.5976	0.00000	NA	0.00000	0.0703346	0.790850	0.00000	1.00830E-07	0.000263996	NA	NA	
19	2	5.55334E-10	0.843659	0.136017	5.55334E-10	0.843659	0.136017	8.35560E-10	38.4724	0.00000	NA	0.00000	5.73902E-05	0.993956	0.00000	1.28893E-07	0.00113719	NA	NA	
20	2	1.02936E-08	0.920452	0.160755	1.02936E-08	0.920452	0.160755	1.53031E-08	32.7850	0.00000	NA	0.00000	0.143673	0.704657	0.00000	1.44895E-07	0.0216673	NA	NA	
21	2	4.18565E-08	1.06069	0.193457	4.18565E-08	1.06069	0.193457	5.06620E-08	30.0615	0.00000	NA	0.00000	0.00812273	0.928187	0.00000	2.58156E-07	0.0602776	NA	NA	
22	2	4.02996E-06	1.06699	0.231461	4.02996E-06	1.06699	0.231461	4.93514E-06	21.2505	0.00000	NA	0.00000	0.0619633	0.803419	0.00000	9.70365E-06	0.186681	NA	NA	
23	2	1.66363E-06	1.21733	0.254114	1.66363E-06	1.21733	0.254114	2.03020E-06	22.9489	0.00000	NA	0.00000	0.238249	0.625474	0.00000	3.64399E-06	0.186681	NA	NA	
24	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94718E-06	NA	NA	NA	
25	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.31121E-05	NA	NA	NA	
26	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.73031E-05	NA	NA	NA	
27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000889128	NA	NA	NA	
28	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0155509	NA	NA	NA	
